11,180,35,51,3,48,72
11,30,36,64,3,24,72
11,90,113,44,2,8,24
11,360,133,75,3,24,72
11,360,83,69,2,8,24
11,6,153,7,3,24,72
11,30,171,48,3,48,72
11,30,144,42,1,0,24
11,30,84,25,2,8,24
11,30,142,38,4,48,72
12,180,25,6,2,8,24
12,6,170,61,3,24,72
12,30,36,34,2,24,48
12,90,152,72,3,24,72
12,180,171,43,3,48,72
12,90,134,7,1,0,24
12,360,166,69,3,24,72
12,30,79,67,2,8,24
12,180,80,29,4,48,72
12,360,110,70,3,24,72
12,360,95,46,1,0,24
12,90,167,66,2,8,24
12,90,28,61,2,8,24
12,180,76,44,2,8,24
12,30,178,60,2,8,24
12,180,18,49,2,24,48
12,90,159,24,2,24,48
12,30,173,52,2,8,24
12,30,176,68,3,24,72
13,6,182,62,4,48,96
13,30,62,45,2,8,24
13,90,154,62,1,0,24
13,30,21,72,1,0,24
13,180,27,60,3,24,72
13,6,95,43,1,0,24
13,360,10,41,2,24,48
13,180,15,32,4,48,72
13,180,164,51,4,48,72
13,180,180,65,2,8,24
13,30,93,50,2,24,48
13,180,168,26,4,48,72
13,180,39,29,2,24,48
13,180,80,22,4,48,72
13,90,92,57,2,8,24
13,30,2,70,2,8,24
13,180,167,21,2,8,24
13,30,34,75,2,8,24
13,30,115,69,4,48,96
14,6,121,67,3,24,72
15,6,42,63,3,24,72
16,6,159,10,3,24,72
16,90,132,11,4,48,96
16,90,30,72,3,24,72
16,180,58,23,2,8,24
16,30,37,64,2,8,24
16,90,146,37,2,8,24
16,30,119,44,4,48,72
16,90,179,63,2,8,24
16,180,88,51,2,8,24
16,90,168,74,4,48,96
16,90,60,61,3,24,72
16,90,146,40,2,8,24
16,360,66,28,2,8,24
17,180,22,74,3,24,72
17,360,151,12,3,24,72
17,6,69,10,2,8,24
17,30,38,62,4,48,96
17,6,40,14,4,48,96
17,90,26,43,2,24,48
17,360,60,61,3,24,72
17,30,189,23,2,8,24
17,6,110,12,3,24,72
17,90,49,47,2,24,48
17,360,47,37,2,24,48
17,90,181,40,4,48,72
18,180,44,22,2,24,48
18,180,67,47,4,48,72
18,180,173,23,2,8,24
19,30,126,23,2,8,24
19,6,29,41,2,8,24
19,90,120,68,2,8,24
19,30,127,8,2,8,24
19,360,82,51,2,24,48
19,90,60,28,2,24,48
19,360,1,16,4,48,96
19,30,34,31,2,8,24
19,30,156,9,2,8,24
19,180,83,57,2,8,24
19,180,5,24,2,24,48
19,6,148,25,2,8,24
19,90,194,33,2,8,24
19,180,39,69,3,24,72
19,30,174,9,3,24,72
19,90,46,26,2,8,24
19,30,23,38,4,48,72
19,30,24,37,3,48,72
19,30,172,52,2,8,24
19,180,114,49,2,8,24
19,180,101,11,4,48,96
19,180,151,27,2,24,48
19,180,77,61,2,8,24
19,90,86,27,2,8,24
19,30,9,20,2,8,24
19,180,10,38,2,24,48
19,180,93,59,3,24,72
19,180,125,66,3,24,72
19,30,123,14,3,24,72
20,180,70,75,3,24,72
20,30,123,51,2,24,48
20,6,144,52,1,0,24
20,180,33,12,2,8,24
20,6,155,50,1,0,24
20,180,152,32,2,24,48
20,6,117,27,2,8,24
20,180,47,36,2,24,48
20,180,170,10,3,24,72
20,6,74,59,3,24,72
20,90,175,61,3,24,72
20,90,28,35,2,8,24
20,6,142,59,4,48,96
20,90,8,74,2,8,24
20,180,80,62,4,48,96
20,90,46,18,2,8,24
20,90,70,70,3,24,72
20,30,145,65,3,24,72
20,30,134,31,1,0,24
20,180,54,49,2,8,24
20,360,108,8,3,48,96
20,180,107,34,2,24,48
20,90,118,8,3,48,96
20,180,59,40,2,8,24
20,180,192,66,2,8,24
20,90,62,61,2,8,24
20,360,47,48,2,24,48
20,90,22,53,2,24,48
21,180,134,15,1,0,24
21,90,87,37,2,24,48
21,90,90,57,3,24,72
21,90,162,71,3,24,72
21,6,142,39,4,48,72
21,360,58,51,2,8,24
21,90,56,32,2,24,48
21,90,148,57,2,8,24
21,180,52,65,4,48,96
22,30,171,75,3,48,96
22,360,142,49,4,48,72
22,30,148,70,2,8,24
22,360,79,75,2,8,24
22,360,39,53,2,24,48
22,90,114,60,2,8,24
23,6,10,63,3,24,72
23,30,106,68,1,0,24
23,90,131,73,3,24,72
23,90,25,12,2,8,24
23,180,73,25,2,8,24
23,90,160,25,4,48,72
23,90,96,51,2,8,24
23,90,51,71,2,8,24
23,30,20,7,2,8,24
23,90,163,67,2,8,24
23,30,15,67,4,48,96
23,180,200,15,2,8,24
23,30,137,59,3,24,72
24,30,138,19,4,48,72
24,30,40,24,4,48,72
24,30,185,60,3,48,96
24,180,156,73,2,8,24
24,360,34,61,2,8,24
24,180,67,45,4,48,72
24,30,60,39,2,24,48
24,90,75,64,3,24,72
24,180,166,47,2,24,48
24,30,62,8,2,8,24
24,90,183,65,3,48,96
24,30,115,20,4,48,72
24,90,21,59,1,0,24
24,90,144,39,1,0,24
25,6,156,40,2,8,24
25,360,98,58,3,48,96
25,180,169,61,3,48,96
25,30,85,30,2,24,48
25,30,140,72,3,48,96
25,180,47,56,3,24,72
25,360,198,9,4,48,96
25,360,156,48,2,8,24
25,90,169,68,3,48,96
25,90,48,71,1,0,24
25,90,167,21,2,8,24
25,180,142,46,4,48,72
25,6,156,15,2,8,24
25,180,139,34,2,8,24
25,180,191,22,1,0,24
25,90,196,48,2,8,24
25,360,52,74,4,48,96
26,180,79,46,2,8,24
26,90,53,60,2,8,24
26,360,152,61,3,24,72
26,180,164,71,4,48,96
26,30,94,57,3,48,96
26,90,188,71,2,8,24
26,180,104,66,3,24,72
26,360,53,30,2,8,24
26,180,48,69,1,0,24
26,30,124,60,2,8,24
26,6,3,8,2,8,24
26,90,81,70,2,8,24
26,30,16,47,2,24,48
26,90,35,40,3,48,72
26,360,181,13,4,48,96
27,6,140,42,3,48,72
27,30,123,44,2,24,48
27,90,135,61,2,8,24
27,6,95,69,1,0,24
27,180,148,72,2,8,24
28,90,59,49,2,8,24
28,180,123,38,2,24,48
29,6,45,54,4,48,72
29,180,94,24,3,48,72
29,360,152,36,2,24,48
29,180,178,65,2,8,24
29,6,172,74,2,8,24
29,30,55,17,2,24,48
29,180,46,11,2,8,24
29,360,73,61,2,8,24
29,30,33,14,2,8,24
29,180,56,61,3,24,72
29,180,7,51,2,8,24
29,90,7,41,2,8,24
29,90,73,73,2,8,24
29,30,62,30,2,8,24
29,30,82,64,3,24,72
29,6,3,50,2,8,24
29,30,62,67,2,8,24
29,360,127,75,2,8,24
29,90,79,39,2,8,24
29,6,121,72,3,24,72
30,180,98,64,3,48,96
30,180,150,68,2,8,24
30,90,4,70,3,24,72
30,6,21,57,1,0,24
30,90,155,42,1,0,24
30,30,52,41,4,48,72
30,90,158,28,2,8,24
30,30,157,62,3,24,72
30,180,196,17,2,8,24
30,30,178,5,2,8,24
31,30,144,68,1,0,24
31,180,36,31,2,24,48
31,90,190,14,2,8,24
31,30,88,32,2,8,24
31,360,63,15,2,8,24
31,360,87,68,3,24,72
31,30,41,42,1,0,24
31,180,96,47,2,8,24
31,30,109,30,3,48,72
31,360,150,60,2,8,24
31,90,59,61,2,8,24
31,180,31,39,2,8,24
31,6,185,14,3,48,96
32,6,38,32,4,48,72
32,90,184,53,2,24,48
32,90,126,61,2,8,24
32,360,11,47,2,8,24
32,30,194,39,2,8,24
32,360,168,59,4,48,96
32,90,90,40,2,24,48
32,180,21,58,1,0,24
32,180,91,72,2,8,24
32,90,166,72,3,24,72
32,180,43,70,2,8,24
32,360,112,58,3,24,72
32,30,4,75,3,24,72
32,6,189,58,2,8,24
32,30,193,57,1,0,24
32,180,70,28,2,24,48
33,90,36,13,3,24,72
33,6,105,42,2,8,24
33,30,122,66,2,8,24
33,90,56,26,2,24,48
33,90,18,21,2,24,48
33,90,44,40,2,24,48
33,30,7,66,2,8,24
33,180,110,48,2,24,48
33,360,193,33,1,0,24
33,180,134,33,1,0,24
33,90,21,24,1,0,24
33,30,173,56,2,8,24
33,90,15,59,4,48,96
33,360,139,9,2,8,24
33,30,93,48,2,24,48
33,30,85,60,3,24,72
33,180,32,45,2,24,48
33,90,84,73,2,8,24
33,30,148,59,2,8,24
33,30,120,38,2,8,24
33,90,153,68,3,24,72
33,30,134,46,1,0,24
33,30,168,62,4,48,96
33,30,160,24,4,48,72
33,90,67,59,4,48,96
33,90,177,65,2,8,24
33,30,31,62,2,8,24
34,30,187,14,2,8,24
34,180,9,33,2,8,24
34,90,106,35,1,0,24
34,30,53,68,2,8,24
34,90,137,68,3,24,72
34,180,121,40,2,24,48
34,6,49,46,2,24,48
34,30,148,55,2,8,24
34,30,18,75,3,24,72
34,360,40,33,4,48,72
34,90,61,7,4,48,96
34,90,140,35,3,48,72
34,30,191,27,1,0,24
34,360,59,69,2,8,24
34,90,197,30,4,48,72
34,90,160,51,4,48,72
34,90,60,71,3,24,72
34,90,63,62,2,8,24
34,180,75,42,2,24,48
35,90,140,74,3,48,96
35,6,159,68,3,24,72
35,6,23,70,4,48,96
35,30,46,62,2,8,24
35,90,115,59,4,48,96
35,360,83,20,2,8,24
35,6,77,6,2,8,24
35,90,190,60,2,8,24
35,30,112,56,3,24,72
35,90,86,67,2,8,24
36,180,114,22,2,8,24
36,6,131,70,3,24,72
36,30,190,11,2,8,24
36,360,192,68,2,8,24
36,180,96,59,2,8,24
36,30,140,44,3,48,72
36,180,191,10,1,0,24
36,360,185,47,3,48,72
36,6,23,24,4,48,72
36,6,192,48,2,8,24
36,90,107,69,3,24,72
36,30,97,61,3,24,72
36,30,67,58,4,48,96
36,180,20,5,2,8,24
36,6,104,46,2,24,48
36,90,197,48,4,48,72
36,90,33,61,2,8,24
36,180,108,42,3,48,72
36,360,133,10,3,24,72
37,30,56,65,3,24,72
37,90,136,55,2,8,24
37,30,187,75,2,8,24
37,360,71,20,2,8,24
37,30,148,49,2,8,24
37,30,45,28,4,48,72
37,180,150,22,2,8,24
37,90,107,65,3,24,72
37,90,4,41,2,24,48
37,30,9,10,2,8,24
37,90,156,15,2,8,24
37,360,61,37,4,48,72
38,360,107,66,3,24,72
38,180,89,62,2,8,24
38,90,146,8,2,8,24
38,90,106,58,1,0,24
38,180,83,26,2,8,24
38,90,111,64,1,0,24
38,90,149,67,3,24,72
38,90,141,5,4,48,96
38,180,154,65,1,0,24
38,30,117,75,2,8,24
38,180,45,29,4,48,72
38,90,95,42,1,0,24
38,90,3,71,2,8,24
38,90,104,34,2,24,48
38,180,168,18,4,48,72
38,90,174,47,2,24,48
38,180,126,25,2,8,24
38,180,160,62,4,48,96
39,30,25,45,2,8,24
40,6,168,53,4,48,72
40,180,54,49,2,8,24
40,30,42,62,3,24,72
40,6,111,45,1,0,24
40,30,158,61,2,8,24
40,6,156,32,2,8,24
40,360,90,58,3,24,72
40,180,42,27,2,24,48
40,6,175,54,2,24,48
40,90,130,69,4,48,96
40,180,64,55,2,8,24
40,90,142,63,4,48,96
40,30,101,34,4,48,72
40,6,200,18,2,8,24
40,90,107,64,3,24,72
40,30,40,20,4,48,72
40,90,196,59,2,8,24
40,180,45,58,4,48,96
40,6,193,53,1,0,24
40,90,49,10,3,24,72
40,30,107,12,3,24,72
40,180,135,26,2,8,24
40,30,159,17,2,24,48
40,6,145,60,3,24,72
40,30,6,60,2,8,24
40,90,86,12,2,8,24
40,90,80,21,4,48,72
40,90,147,31,2,8,24
40,90,142,10,4,48,96
40,90,123,32,2,24,48
41,360,59,61,2,8,24
41,90,76,21,2,8,24
41,6,117,30,2,8,24
41,180,167,70,2,8,24
41,360,19,9,3,24,72
41,180,86,5,2,8,24
41,180,173,46,2,8,24
41,6,116,48,3,48,72
41,180,39,59,3,24,72
41,30,23,68,4,48,96
41,90,103,50,4,48,72
41,180,28,18,2,8,24
41,180,153,6,3,24,72
41,90,158,24,2,8,24
41,6,98,58,3,48,96
41,90,95,43,1,0,24
41,6,179,72,2,8,24
41,30,190,61,2,8,24
41,90,148,48,2,8,24
41,90,113,46,2,8,24
41,30,50,9,2,8,24
41,30,153,5,3,24,72
41,30,163,71,2,8,24
41,90,142,66,4,48,96
41,6,108,67,3,48,96
41,180,4,73,3,24,72
41,180,2,26,2,8,24
41,180,127,75,2,8,24
41,360,149,74,3,24,72
41,180,75,60,3,24,72
42,30,34,57,2,8,24
42,180,142,27,4,48,72
42,360,53,16,2,8,24
42,360,17,65,2,8,24
42,180,194,55,2,8,24
42,360,121,42,2,24,48
42,180,58,35,2,8,24
42,90,40,7,4,48,96
42,180,67,74,4,48,96
42,360,37,12,2,8,24
42,180,93,24,2,24,48
42,30,69,49,2,8,24
42,90,23,50,4,48,72
42,90,16,33,2,24,48
42,30,183,71,3,48,96
42,180,42,25,2,24,48
42,6,10,31,2,24,48
43,90,32,48,2,24,48
43,90,158,19,2,8,24
43,360,71,42,2,8,24
43,90,38,11,4,48,96
43,30,158,61,2,8,24
43,6,138,43,4,48,72
43,90,130,10,4,48,96
43,90,23,74,4,48,96
43,180,179,47,2,8,24
43,180,168,57,4,48,96
43,90,28,57,2,8,24
43,90,19,60,3,24,72
43,90,129,65,3,24,72
43,180,182,74,4,48,96
43,180,185,29,3,48,72
43,180,135,20,2,8,24
43,180,79,24,2,8,24
43,6,65,22,2,24,48
43,90,127,38,2,8,24
43,90,25,63,2,8,24
43,30,66,29,2,8,24
43,90,20,49,2,8,24
43,360,40,58,4,48,96
44,6,152,47,2,24,48
44,180,89,67,2,8,24
44,180,77,66,2,8,24
44,90,108,10,3,48,96
44,360,188,74,2,8,24
44,180,25,51,2,8,24
44,180,87,46,2,24,48
44,180,112,60,3,24,72
44,90,103,50,4,48,72
44,30,28,64,2,8,24
45,90,187,6,2,8,24
45,180,32,40,2,24,48
45,90,29,61,2,8,24
45,180,104,68,3,24,72
45,90,49,63,3,24,72
45,30,29,24,2,8,24
45,30,122,47,2,8,24
45,180,192,58,2,8,24
45,30,19,61,3,24,72
45,90,18,32,2,24,48
45,180,28,35,2,8,24
45,90,145,37,2,24,48
45,180,69,10,2,8,24
45,180,39,47,2,24,48
45,90,81,33,2,8,24
45,180,53,25,2,8,24
46,360,156,10,2,8,24
46,90,114,67,2,8,24
46,90,86,58,2,8,24
46,6,69,38,2,8,24
46,180,28,20,2,8,24
46,30,127,33,2,8,24
46,30,172,48,2,8,24
46,30,58,42,2,8,24
46,90,197,63,4,48,96
46,180,49,73,3,24,72
46,90,83,48,2,8,24
46,180,20,29,2,8,24
46,90,60,74,3,24,72
46,180,168,45,4,48,72
46,90,124,67,2,8,24
46,90,106,69,1,0,24
46,180,133,54,2,24,48
46,30,112,70,3,24,72
46,180,140,50,3,48,72
46,180,200,57,2,8,24
46,180,164,16,4,48,96
46,90,27,41,2,24,48
46,90,159,17,2,24,48
46,180,85,61,3,24,72
47,30,31,57,2,8,24
47,180,62,27,2,8,24
47,30,47,62,3,24,72
47,90,130,17,4,48,72
47,180,33,12,2,8,24
47,90,103,31,4,48,72
47,90,42,60,3,24,72
47,180,25,74,2,8,24
47,180,197,70,4,48,96
47,180,174,25,2,24,48
47,180,19,64,3,24,72
47,90,2,9,2,8,24
47,90,60,62,3,24,72
47,180,100,17,2,8,24
47,90,29,25,2,8,24
47,30,195,21,2,8,24
48,30,36,23,2,24,48
48,30,198,75,4,48,96
48,90,134,45,1,0,24
48,90,110,59,3,24,72
48,90,131,43,2,24,48
48,6,11,44,2,8,24
48,30,60,61,3,24,72
48,30,73,62,2,8,24
48,180,35,29,3,48,72
48,30,192,74,2,8,24
48,90,99,64,4,48,96
48,90,183,68,3,48,96
48,30,38,49,4,48,72
48,180,115,65,4,48,96
48,30,198,56,4,48,96
48,90,141,54,4,48,72
49,30,26,69,3,24,72
49,90,87,56,3,24,72
49,180,146,71,2,8,24
49,30,96,8,2,8,24
49,90,25,45,2,8,24
49,30,46,55,2,8,24
49,30,117,71,2,8,24
49,360,196,42,2,8,24
49,6,6,9,2,8,24
49,90,11,54,2,8,24
49,360,106,21,1,0,24
49,180,171,60,3,48,96
50,180,155,41,1,0,24
50,90,27,22,2,24,48
50,30,68,70,3,24,72
50,30,164,74,4,48,96
50,6,85,38,2,24,48
50,90,26,53,2,24,48
50,180,12,59,2,8,24
50,90,12,25,2,8,24
50,6,190,62,2,8,24
50,6,10,32,2,24,48
50,360,76,14,2,8,24
50,180,106,66,1,0,24
50,360,32,12,3,24,72
50,30,34,20,2,8,24
50,180,188,10,2,8,24
50,180,46,65,2,8,24
50,90,115,20,4,48,72
50,90,68,16,3,24,72
50,30,140,35,3,48,72
50,360,123,29,2,24,48
50,90,9,60,2,8,24
50,90,79,42,2,8,24
50,30,166,15,3,24,72
50,6,44,56,3,24,72
50,6,157,7,3,24,72
50,30,44,24,2,24,48
51,90,165,75,2,8,24
51,360,197,62,4,48,96
51,360,185,31,3,48,72
51,90,65,73,3,24,72
51,90,136,59,2,8,24
51,180,139,63,2,8,24
51,180,37,63,2,8,24
51,90,53,62,2,8,24
51,360,102,69,3,24,72
51,90,192,6,2,8,24
51,180,178,53,2,8,24
51,30,26,68,3,24,72
51,30,170,43,2,24,48
51,6,189,55,2,8,24
51,360,97,75,3,24,72
51,30,28,75,2,8,24
51,180,23,34,4,48,72
51,30,171,60,3,48,96
52,180,126,68,2,8,24
52,180,137,41,2,24,48
52,30,78,73,3,24,72
52,90,192,75,2,8,24
52,30,22,17,2,24,48
52,30,105,67,2,8,24
52,30,188,32,2,8,24
52,30,63,8,2,8,24
52,180,198,20,4,48,72
52,180,155,69,1,0,24
52,30,78,29,2,24,48
52,30,12,51,2,8,24
52,30,59,40,2,8,24
53,90,125,74,3,24,72
53,180,134,30,1,0,24
53,30,79,11,2,8,24
53,360,196,64,2,8,24
53,30,57,35,2,8,24
53,30,83,62,2,8,24
53,180,123,37,2,24,48
53,180,146,37,2,8,24
53,30,183,73,3,48,96
53,90,47,49,2,24,48
53,180,34,57,2,8,24
53,90,102,20,2,24,48
53,90,174,52,2,24,48
53,30,40,50,4,48,72
53,180,72,22,2,8,24
53,90,143,63,3,24,72
53,90,51,72,2,8,24
53,6,151,63,3,24,72
53,180,136,75,2,8,24
53,90,94,29,3,48,72
53,30,94,48,3,48,72
53,6,26,20,2,24,48
53,180,99,21,4,48,72
53,180,158,55,2,8,24
53,180,188,52,2,8,24
53,30,59,68,2,8,24
53,90,120,69,2,8,24
53,180,161,27,2,24,48
53,180,55,58,3,24,72
53,30,177,15,2,8,24
54,30,101,18,4,48,72
54,180,159,72,3,24,72
54,30,53,22,2,8,24
54,360,75,69,3,24,72
54,30,144,72,1,0,24
54,180,119,70,4,48,96
54,180,69,74,2,8,24
54,90,15,15,4,48,96
54,30,123,60,3,24,72
54,90,97,30,2,24,48
55,30,67,61,4,48,96
55,180,95,53,1,0,24
55,90,21,9,1,0,24
55,90,157,60,3,24,72
55,180,136,73,2,8,24
55,30,162,40,2,24,48
55,6,105,64,2,8,24
55,180,178,17,2,8,24
55,180,129,19,2,24,48
55,90,56,75,3,24,72
55,30,133,58,3,24,72
55,6,108,35,3,48,72
55,6,102,51,2,24,48
55,90,172,30,2,8,24
55,6,144,29,1,0,24
55,30,46,75,2,8,24
55,30,56,51,2,24,48
55,30,69,37,2,8,24
56,90,118,50,3,48,72
56,180,138,50,4,48,72
57,90,22,73,3,24,72
57,180,170,27,2,24,48
57,90,131,68,3,24,72
57,90,126,45,2,8,24
57,90,125,54,2,24,48
57,360,100,61,2,8,24
57,30,183,59,3,48,96
57,30,24,35,3,48,72
57,90,170,46,2,24,48
58,180,180,24,2,8,24
58,6,196,19,2,8,24
58,90,170,7,3,24,72
58,180,193,55,1,0,24
58,90,123,74,3,24,72
58,30,59,26,2,8,24
59,90,157,57,3,24,72
59,90,56,13,3,24,72
59,180,6,51,2,8,24
59,360,200,68,2,8,24
59,30,189,14,2,8,24
59,30,131,71,3,24,72
59,180,150,74,2,8,24
59,30,49,6,3,24,72
59,180,128,74,2,8,24
60,180,151,22,2,24,48
60,90,5,32,2,24,48
60,180,188,65,2,8,24
60,90,88,67,2,8,24
60,90,61,45,4,48,72
60,6,54,58,2,8,24
60,6,54,34,2,8,24
60,180,156,30,2,8,24
60,90,197,69,4,48,96
60,360,189,42,2,8,24
61,6,65,56,3,24,72
61,30,36,39,2,24,48
61,90,1,71,4,48,96
61,180,2,75,2,8,24
61,360,99,66,4,48,96
61,90,198,61,4,48,96
61,90,4,44,2,24,48
61,180,1,63,4,48,96
61,180,145,34,2,24,48
61,90,158,62,2,8,24
61,30,34,39,2,8,24
61,90,16,22,2,24,48
61,6,35,73,3,48,96
61,360,159,74,3,24,72
61,90,152,55,3,24,72
61,90,116,66,3,48,96
61,180,96,39,2,8,24
61,90,60,71,3,24,72
61,30,64,12,2,8,24
61,90,110,10,3,24,72
62,30,68,58,3,24,72
62,6,190,31,2,8,24
62,90,34,56,2,8,24
62,90,197,23,4,48,72
62,6,145,68,3,24,72
62,90,178,73,2,8,24
62,90,78,51,2,24,48
62,180,1,46,4,48,72
62,90,60,57,3,24,72
62,360,72,56,2,8,24
62,6,167,65,2,8,24
62,180,107,63,3,24,72
62,90,176,60,3,24,72
62,90,54,73,2,8,24
62,180,197,47,4,48,72
62,180,114,18,2,8,24
62,90,170,51,2,24,48
62,360,136,31,2,8,24
62,30,19,39,2,24,48
63,360,138,45,4,48,72
63,90,82,63,3,24,72
63,30,167,35,2,8,24
63,90,132,15,4,48,96
63,90,141,12,4,48,96
63,90,50,64,2,8,24
63,90,100,57,2,8,24
63,6,175,34,2,24,48
63,90,144,70,1,0,24
63,90,89,62,2,8,24
63,180,77,43,2,8,24
63,180,134,68,1,0,24
63,6,187,69,2,8,24
63,30,108,17,3,48,72
63,90,120,60,2,8,24
63,90,36,54,2,24,48
63,30,185,64,3,48,96
63,6,73,33,2,8,24
63,180,72,44,2,8,24
63,6,195,26,2,8,24
63,90,27,41,2,24,48
63,30,102,59,3,24,72
63,30,65,74,3,24,72
63,90,30,29,2,24,48
63,30,83,69,2,8,24
63,180,124,7,2,8,24
64,180,158,62,2,8,24
64,30,102,49,2,24,48
64,30,20,58,2,8,24
64,90,1,71,4,48,96
64,6,36,52,2,24,48
64,30,45,41,4,48,72
64,180,36,5,3,24,72
64,90,105,57,2,8,24
64,30,61,70,4,48,96
64,90,37,43,2,8,24
64,180,45,26,4,48,72
64,90,91,72,2,8,24
64,90,151,54,2,24,48
64,180,69,12,2,8,24
64,90,100,55,2,8,24
64,30,102,55,3,24,72
64,180,36,26,2,24,48
64,90,181,48,4,48,72
64,30,188,71,2,8,24
64,90,141,15,4,48,96
64,6,59,66,2,8,24
64,90,71,55,2,8,24
64,360,164,33,4,48,72
64,30,187,67,2,8,24
64,6,187,65,2,8,24
64,360,99,65,4,48,96
64,360,65,65,3,24,72
64,360,123,8,3,24,72
65,30,110,53,2,24,48
65,30,54,67,2,8,24
65,6,155,34,1,0,24
65,30,36,61,3,24,72
65,90,176,56,3,24,72
65,180,69,49,2,8,24
65,360,105,65,2,8,24
65,90,131,68,3,24,72
65,90,8,54,2,8,24
65,90,152,70,3,24,72
65,6,140,40,3,48,72
65,180,18,12,3,24,72
65,90,80,74,4,48,96
65,180,72,55,2,8,24
65,30,77,65,2,8,24
65,360,42,23,2,24,48
65,30,22,18,2,24,48
65,180,61,13,4,48,96
66,90,155,44,1,0,24
66,180,42,61,3,24,72
66,180,149,51,2,24,48
66,30,83,63,2,8,24
66,360,182,54,4,48,72
66,180,1,57,4,48,96
66,180,139,54,2,8,24
66,90,16,37,2,24,48
66,90,129,41,2,24,48
66,90,104,43,2,24,48
66,360,199,43,2,8,24
66,90,195,74,2,8,24
66,180,109,62,3,48,96
66,90,43,49,2,8,24
66,180,74,37,2,24,48
66,180,111,63,1,0,24
66,90,145,44,2,24,48
67,90,156,70,2,8,24
67,360,195,28,2,8,24
67,30,177,37,2,8,24
67,180,150,67,2,8,24
67,90,115,58,4,48,96
67,30,21,50,1,0,24
67,90,83,30,2,8,24
67,30,136,15,2,8,24
67,6,43,61,2,8,24
67,90,29,38,2,8,24
67,90,92,75,2,8,24
67,180,154,19,1,0,24
67,90,22,51,2,24,48
67,180,133,74,3,24,72
67,90,76,30,2,8,24
67,180,166,71,3,24,72
67,6,122,35,2,8,24
